"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000866 - Apple MacBook Pro 17""","Hardware","","P1000866","Customer Support","","","false","","Installed","Computer","","","Sean Bonnet",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000890 - Apple MacBook Pro 17""","Hardware","","P1000890","Customer Support","","","false","","Installed","Computer","","","Adela Cervantsz",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000851 - Apple MacBook Pro 17""","Hardware","","P1000851","Customer Support","","","false","","Installed","Computer","","","Helga Windle",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000875 - Apple MacBook Pro 17""","Hardware","","P1000875","Customer Support","","","false","","Installed","Computer","","","Lyndon Bellerdine",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000790 - Apple MacBook Pro 17""","Hardware","","P1000790","Customer Support","","","false","","Installed","Computer","","","Kay Ganguli",""
"MacBook Pro 17""","Via Nomentana 56, Rome","","Computer","P1000796 - Apple MacBook Pro 17""","Hardware","","P1000796","Customer Support","","","false","","Installed","Computer","","","Ray Srock",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000765 - Apple MacBook Pro 17""","Hardware","","P1000765","Customer Support","","","false","","Installed","Computer","","","Viola Mcsorley",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000872 - Apple MacBook Pro 17""","Hardware","","P1000872","Customer Support","","","false","","Installed","Computer","","","Mitzi Ihenyen",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000832 - Apple MacBook Pro 17""","Hardware","","P1000832","Customer Support","","","false","","Installed","Computer","","","Vivian Brzostowski",""
"MacBook Pro 17""","153 South Sierra Avenue, Solana Beach,CA","","Computer","P1000391 - Apple MacBook Pro 17""","Hardware","","P1000391","Development","","","false","","Installed","Computer","","","Wilmer Constantineau",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000411 - Apple MacBook Pro 17""","Hardware","","P1000411","Development","","","false","","Installed","Computer","","","Conrad Lanfear",""
"MacBook Pro 17""","2500 West Daming Road, Shanghai","","Computer","P1000758 - Apple MacBook Pro 17""","Hardware","","P1000758","Customer Support","","","false","","Installed","Computer","","","Jimmie Kertzman",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000770 - Apple MacBook Pro 17""","Hardware","","P1000770","Customer Support","","","false","","Installed","Computer","","","Marlene Hammeren",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000828 - Apple MacBook Pro 17""","Hardware","","P1000828","Customer Support","","","false","","Installed","Computer","","","Delmer Delucas",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000817 - Apple MacBook Pro 17""","Hardware","","P1000817","Customer Support","","","false","","Installed","Computer","","","Derek Kreutzbender",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000769 - Apple MacBook Pro 17""","Hardware","","P1000769","Customer Support","","","false","","Installed","Computer","","","Petra Mcnichol",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000782 - Apple MacBook Pro 17""","Hardware","","P1000782","Customer Support","","","false","","Installed","Computer","","","Millicent Ekstrom",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000819 - Apple MacBook Pro 17""","Hardware","","P1000819","Customer Support","","","false","","Installed","Computer","","","Danny Dales",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000854 - Apple MacBook Pro 17""","Hardware","","P1000854","Customer Support","","","false","","Installed","Computer","","","Geri Forness",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000858 - Apple MacBook Pro 17""","Hardware","","P1000858","Customer Support","","","false","","Installed","Computer","","","Carmel Overfelt",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000792 - Apple MacBook Pro 17""","Hardware","","P1000792","Customer Support","","","false","","Installed","Computer","","","Ed Gompf",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000403 - Apple MacBook Pro 17""","Hardware","","P1000403","Development","","","false","","Installed","Computer","","","John Chipley",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000863 - Apple MacBook Pro 17""","Hardware","","P1000863","Customer Support","","","false","","Installed","Computer","","","Tricia Kruss",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000394 - Apple MacBook Pro 17""","Hardware","","P1000394","Development","","","false","","Installed","Computer","","","Ramon Amaral",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000768 - Apple MacBook Pro 17""","Hardware","","P1000768","Customer Support","","","false","","Installed","Computer","","","Quintin Isacson",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000839 - Apple MacBook Pro 17""","Hardware","","P1000839","Customer Support","","","false","","Installed","Computer","","","Nathanial Phoenix",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000841 - Apple MacBook Pro 17""","Hardware","","P1000841","Customer Support","","","false","","Installed","Computer","","","Meredith Ivrin",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000788 - Apple MacBook Pro 17""","Hardware","","P1000788","Customer Support","","","false","","Installed","Computer","","","Kennith Kirklin",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000787 - Apple MacBook Pro 17""","Hardware","","P1000787","Customer Support","","","false","","Installed","Computer","","","Lashonda Enote",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000789 - Apple MacBook Pro 17""","Hardware","","P1000789","Customer Support","","","false","","Installed","Computer","","","Keisha Ransonet",""
"MacBook Pro 17""","248 Abbotsford Road, Brisbane","","Computer","P1000746 - Apple MacBook Pro 17""","Hardware","","P1000746","Customer Support","","","false","","Installed","Computer","","","Peggy Hohlstein",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000398 - Apple MacBook Pro 17""","Hardware","","P1000398","Development","","","false","","Installed","Computer","","","Krystle Stika",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000806 - Apple MacBook Pro 17""","Hardware","","P1000806","Customer Support","","","false","","Installed","Computer","","","Melvin Auteri",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000772 - Apple MacBook Pro 17""","Hardware","","P1000772","Customer Support","","","false","","Installed","Computer","","","Kris Persson",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000809 - Apple MacBook Pro 17""","Hardware","","P1000809","Customer Support","","","false","","Installed","Computer","","","Lucius Bagnoli",""
"MacBook Pro 17""","2500 West Daming Road, Shanghai","","Computer","P1000753 - Apple MacBook Pro 17""","Hardware","","P1000753","Customer Support","","","false","","Installed","Computer","","","Veronica Achorn",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000766 - Apple MacBook Pro 17""","Hardware","","P1000766","Customer Support","","","false","","Installed","Computer","","","Tiffany Knust",""
"MacBook Pro 17""","153 South Sierra Avenue, Solana Beach,CA","","Computer","P1000401 - Apple MacBook Pro 17""","Hardware","","P1000401","Development","","","false","","Installed","Computer","","","Karla Ken",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000779 - Apple MacBook Pro 17""","Hardware","","P1000779","Customer Support","","","false","","Installed","Computer","","","Rosanna Sandrock",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000864 - Apple MacBook Pro 17""","Hardware","","P1000864","Customer Support","","","false","","Installed","Computer","","","Sue Haakinson",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000406 - Apple MacBook Pro 17""","Hardware","","P1000406","Development","","","false","","Installed","Computer","","","Eva Seahorn",""
"MacBook Pro 17""","Via Nomentana 56, Rome","","Computer","P1000797 - Apple MacBook Pro 17""","Hardware","","P1000797","Customer Support","","","false","","Installed","Computer","","","Marshall Hutch",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000874 - Apple MacBook Pro 17""","Hardware","","P1000874","Customer Support","","","false","","Installed","Computer","","","Mabel Weeden",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000880 - Apple MacBook Pro 17""","Hardware","","P1000880","Customer Support","","","false","","Installed","Computer","","","Jarvis Galas",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000416 - Apple MacBook Pro 17""","Hardware","","P1000416","Development","","","false","","Installed","Computer","","","Avery Parbol",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000813 - Apple MacBook Pro 17""","Hardware","","P1000813","Customer Support","","","false","","Installed","Computer","","","Jess Assad",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000776 - Apple MacBook Pro 17""","Hardware","","P1000776","Customer Support","","","false","","Installed","Computer","","","Damion Matkin",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000840 - Apple MacBook Pro 17""","Hardware","","P1000840","Customer Support","","","false","","Installed","Computer","","","Milton Kuhlman",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000405 - Apple MacBook Pro 17""","Hardware","","P1000405","Development","","","false","","Installed","Computer","","","Felipe Gould",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000855 - Apple MacBook Pro 17""","Hardware","","P1000855","Customer Support","","","false","","Installed","Computer","","","Georgette Bandyk",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000886 - Apple MacBook Pro 17""","Hardware","","P1000886","Customer Support","","","false","","Installed","Computer","","","Dwain Cuttitta",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000861 - Apple MacBook Pro 17""","Hardware","","P1000861","Customer Support","","","false","","Installed","Computer","","","Wilfredo Gidley",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000777 - Apple MacBook Pro 17""","Hardware","","P1000777","Customer Support","","","false","","Installed","Computer","","","Cristopher Wiget",""
"MacBook Pro 17""","Via Nomentana 56, Rome","","Computer","P1000802 - Apple MacBook Pro 17""","Hardware","","P1000802","Customer Support","","","false","","Installed","Computer","","","Aileen Mottern",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000829 - Apple MacBook Pro 17""","Hardware","","P1000829","Customer Support","","","false","","Installed","Computer","","","Clarice Knower",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000859 - Apple MacBook Pro 17""","Hardware","","P1000859","Customer Support","","","false","","Installed","Computer","","","Burton Brining",""
"MacBook Pro 17""","2500 West Daming Road, Shanghai","","Computer","P1000759 - Apple MacBook Pro 17""","Hardware","","P1000759","Customer Support","","","false","","Installed","Computer","","","Ella Pahnke",""
"MacBook Pro 17""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000764 - Apple MacBook Pro 17""","Hardware","","P1000764","Customer Support","","","false","","Installed","Computer","","","Emilio Lampkin",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000771 - Apple MacBook Pro 17""","Hardware","","P1000771","Customer Support","","","false","","Installed","Computer","","","Lyman Whittley",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000808 - Apple MacBook Pro 17""","Hardware","","P1000808","Customer Support","","","false","","Installed","Computer","","","Marietta Bjornberg",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000785 - Apple MacBook Pro 17""","Hardware","","P1000785","Customer Support","","","false","","Installed","Computer","","","Lynda Youtsey",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000844 - Apple MacBook Pro 17""","Hardware","","P1000844","Customer Support","","","false","","Installed","Computer","","","Marquita Bousman",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000413 - Apple MacBook Pro 17""","Hardware","","P1000413","Development","","","false","","Installed","Computer","","","Candice Bruckman",""
"MacBook Pro 17""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000760 - Apple MacBook Pro 17""","Hardware","","P1000760","Customer Support","","","false","","Installed","Computer","","","Owen Sparacino",""
"MacBook Pro 17""","Via Nomentana 56, Rome","","Computer","P1000800 - Apple MacBook Pro 17""","Hardware","","P1000800","Customer Support","","","false","","Installed","Computer","","","Janice Twiet",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000791 - Apple MacBook Pro 17""","Hardware","","P1000791","Customer Support","","","false","","Installed","Computer","","","Isaac Zackery",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000838 - Apple MacBook Pro 17""","Hardware","","P1000838","Customer Support","","","false","","Installed","Computer","","","Rachel Larrison",""
"MacBook Pro 17""","13308 Midland Road, Poway,CA","","Computer","P1000396 - Apple MacBook Pro 17""","Hardware","","P1000396","Development","","","false","","Installed","Computer","","","Mack Jurasin",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000824 - Apple MacBook Pro 17""","Hardware","","P1000824","Customer Support","","","false","","Installed","Computer","","","Laurie Bibbs",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000781 - Apple MacBook Pro 17""","Hardware","","P1000781","Customer Support","","","false","","Installed","Computer","","","Mitch Schattner",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000823 - Apple MacBook Pro 17""","Hardware","","P1000823","Customer Support","","","false","","Installed","Computer","","","Merle Wyrosdick",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000889 - Apple MacBook Pro 17""","Hardware","","P1000889","Customer Support","","","false","","Installed","Computer","","","Armando Papik",""
"MacBook Pro 17""","2500 West Daming Road, Shanghai","","Computer","P1000756 - Apple MacBook Pro 17""","Hardware","","P1000756","Customer Support","","","false","","Installed","Computer","","","Kasey Nguyen",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000393 - Apple MacBook Pro 17""","Hardware","","P1000393","Development","","","false","","Installed","Computer","","","Rudy Kuhle",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000804 - Apple MacBook Pro 17""","Hardware","","P1000804","Customer Support","","","false","","Installed","Computer","","","Rita Center",""
